Date,Open,High,Low,Close,Adj Close,Volume
22-07-2016,24.815001,24.825001,24.577499,24.665001,23.041672,113254800
25-07-2016,24.5625,24.709999,24.23,24.334999,22.733387,161531600
26-07-2016,24.205,24.4925,24.105,24.1675,22.576918,224959200
27-07-2016,26.067499,26.0875,25.6875,25.737499,24.043583,369379200
28-07-2016,25.7075,26.112499,25.705,26.084999,24.368214,159479200
29-07-2016,26.047501,26.137501,25.92,26.0525,24.337851,110934800
01-08-2016,26.102501,26.5375,26.102501,26.512501,24.767578,152671600
02-08-2016,26.512501,26.5175,26,26.120001,24.400913,135266400
03-08-2016,26.202499,26.459999,26.192499,26.4475,24.706854,120810400
04-08-2016,26.395,26.5,26.32,26.467501,24.859488,109634800
05-08-2016,26.567499,26.9125,26.545,26.870001,25.23753,162213600
08-08-2016,26.879999,27.092501,26.790001,27.092501,25.446508,112148800
09-08-2016,27.057501,27.235001,27.002501,27.202499,25.549829,105260800
10-08-2016,27.1775,27.225,26.940001,27,25.359632,96034000
11-08-2016,27.129999,27.2325,26.9625,26.9825,25.343191,109938000
12-08-2016,26.945,27.110001,26.945,27.045,25.401896,74641600
15-08-2016,27.035,27.385,27.02,27.370001,25.707157,103472800
16-08-2016,27.407499,27.557501,27.3025,27.344999,25.683668,135177600
17-08-2016,27.275,27.342501,27.084999,27.305,25.646103,101424000
18-08-2016,27.307501,27.4,27.254999,27.27,25.613228,87938800
19-08-2016,27.192499,27.422501,27.09,27.34,25.678976,101472400
22-08-2016,27.215,27.275,26.9625,27.127501,25.479387,103280800
23-08-2016,27.147499,27.33,27.1325,27.2125,25.559221,85030800
24-08-2016,27.1425,27.1875,26.92,27.0075,25.366678,94700400
25-08-2016,26.8475,26.969999,26.67,26.8925,25.258661,100344800
26-08-2016,26.852501,26.987499,26.577499,26.735001,25.110729,111065200
29-08-2016,26.655001,26.860001,26.5725,26.705,25.082554,99881200
30-08-2016,26.450001,26.625,26.375,26.5,24.890011,99455600
31-08-2016,26.415001,26.6425,26.41,26.525,24.913488,118649600
01-09-2016,26.535,26.700001,26.405001,26.682501,25.061424,106806000
02-09-2016,26.924999,27,26.705,26.932501,25.296234,107210000
06-09-2016,26.975,27.075001,26.877501,26.924999,25.28919,107521600
07-09-2016,26.9575,27.190001,26.7675,27.09,25.444162,169457200
08-09-2016,26.8125,26.817499,26.309999,26.379999,24.777298,212008000
09-09-2016,26.16,26.43,25.782499,25.782499,24.216099,186228000
12-09-2016,25.6625,26.43,25.6325,26.360001,24.758516,181171200
13-09-2016,26.877501,27.1975,26.809999,26.987499,25.347887,248704800
14-09-2016,27.182501,28.2575,27.15,27.942499,26.244867,443554800
15-09-2016,28.465,28.932501,28.372499,28.8925,27.137156,359934400
16-09-2016,28.780001,29.032499,28.51,28.73,26.984528,319547600
19-09-2016,28.797501,29.045,28.3125,28.395,26.669876,188092000
20-09-2016,28.262501,28.530001,28.127501,28.3925,26.66753,138057200
21-09-2016,28.4625,28.497499,28.110001,28.387501,26.662834,144012800
22-09-2016,28.5875,28.735001,28.5,28.655001,26.914087,124296000
23-09-2016,28.605,28.6975,27.887501,28.1775,26.465593,209924800
26-09-2016,27.91,28.3475,27.887501,28.219999,26.505508,119477600
27-09-2016,28.25,28.295,28.084999,28.272499,26.554825,98429600
28-09-2016,28.422501,28.66,28.3575,28.487499,26.756763,118564400
29-09-2016,28.290001,28.450001,27.950001,28.045,26.341145,143548000
30-09-2016,28.115,28.342501,27.950001,28.262501,26.545429,145516400
03-10-2016,28.1775,28.262501,28.07,28.129999,26.420979,86807200
04-10-2016,28.264999,28.577499,28.157499,28.25,26.533686,118947200
05-10-2016,28.35,28.415001,28.172501,28.262501,26.545429,85812400
06-10-2016,28.424999,28.584999,28.282499,28.4725,26.74267,115117200
07-10-2016,28.577499,28.639999,28.377501,28.514999,26.782583,97433600
10-10-2016,28.754999,29.1875,28.68,29.012501,27.249866,144944000
11-10-2016,29.424999,29.672501,29.049999,29.075001,27.308571,256164000
12-10-2016,29.3375,29.495001,29.1875,29.334999,27.552769,150347200
13-10-2016,29.1975,29.360001,28.93,29.245001,27.468241,140769600
14-10-2016,29.469999,29.5425,29.282499,29.407499,27.620863,142608800
17-10-2016,29.3325,29.459999,29.195,29.387501,27.602079,94499600
18-10-2016,29.545,29.5525,29.362499,29.3675,27.583296,98214000
19-10-2016,29.3125,29.440001,28.450001,29.280001,27.50111,80138400
20-10-2016,29.215,29.344999,29.0825,29.264999,27.487022,96503200
21-10-2016,29.202499,29.227501,29.07,29.15,27.379011,92770800
24-10-2016,29.275,29.434999,29.25,29.4125,27.625566,94154800
25-10-2016,29.487499,29.59,29.327499,29.5625,27.766449,192516000
26-10-2016,28.577499,28.924999,28.327499,28.897499,27.14185,264536800
27-10-2016,28.8475,28.965,28.525,28.620001,26.88121,138248000
28-10-2016,28.467501,28.8025,28.362499,28.43,26.702751,151446800
31-10-2016,28.4125,28.557501,28.299999,28.385,26.660484,105677600
01-11-2016,28.365,28.442499,27.6325,27.872499,26.179125,175303200
02-11-2016,27.85,28.0875,27.807501,27.897499,26.202606,113326800
03-11-2016,27.745001,27.865,27.387501,27.4575,25.921747,107730400
04-11-2016,27.1325,27.5625,27.0275,27.209999,25.688087,123348000
07-11-2016,27.52,27.627501,27.365,27.602501,26.058634,130240000
08-11-2016,27.577499,27.93,27.424999,27.764999,26.212044,97016800
09-11-2016,27.469999,27.83,27.012501,27.719999,26.169559,236705600
10-11-2016,27.772499,27.772499,26.4575,26.9475,25.440268,228538000
11-11-2016,26.780001,27.217501,26.637501,27.1075,25.59132,136575600
14-11-2016,26.9275,26.952499,26.02,26.4275,24.949354,204702000
15-11-2016,26.6425,26.92,26.540001,26.7775,25.279776,129058000
16-11-2016,26.674999,27.557501,26.65,27.497499,25.959503,235362000
17-11-2016,27.452499,27.5875,27.2075,27.487499,25.950066,110528000
18-11-2016,27.43,27.635,27.415001,27.514999,25.976027,113715600
21-11-2016,27.530001,27.997499,27.502501,27.932501,26.37018,117058400
22-11-2016,27.987499,28.105,27.85,27.950001,26.386698,103862000
23-11-2016,27.84,27.877501,27.5825,27.807501,26.252167,109705600
25-11-2016,27.782499,27.967501,27.737499,27.9475,26.384338,45903600
28-11-2016,27.8575,28.1175,27.8475,27.8925,26.332415,108776000
29-11-2016,27.695,28.0075,27.5175,27.865,26.306452,114115200
30-11-2016,27.9,28.049999,27.567499,27.629999,26.084597,144649200
01-12-2016,27.592501,27.735001,27.2575,27.372499,25.841503,148347600
02-12-2016,27.2925,27.522499,27.2125,27.475,25.938267,106112000
05-12-2016,27.5,27.5075,27.0625,27.2775,25.75181,137298000
06-12-2016,27.375,27.59,27.297501,27.487499,25.950066,104782000
07-12-2016,27.315001,27.797501,27.290001,27.7575,26.204964,119994800
08-12-2016,27.715,28.1075,27.65,28.030001,26.462227,108273200
09-12-2016,28.077499,28.674999,28.077499,28.487499,26.894136,137610400
12-12-2016,28.3225,28.75,28.122499,28.325001,26.740721,105497600
13-12-2016,28.459999,28.98,28.4375,28.797501,27.186798,174935200
14-12-2016,28.76,29.049999,28.745001,28.797501,27.186798,136127200
15-12-2016,28.844999,29.182501,28.807501,28.955,27.335484,186098000
16-12-2016,29.1175,29.125,28.9125,28.9925,27.37089,177404400
19-12-2016,28.950001,29.344999,28.9375,29.16,27.529018,111117600
20-12-2016,29.184999,29.375,29.17,29.237499,27.602188,85700000
21-12-2016,29.200001,29.35,29.195,29.264999,27.628145,95132800
22-12-2016,29.0875,29.127501,28.91,29.0725,27.446415,104343600
23-12-2016,28.897499,29.129999,28.897499,29.129999,27.500698,56998000
27-12-2016,29.129999,29.450001,29.122499,29.315001,27.675356,73187600
28-12-2016,29.379999,29.504999,29.049999,29.190001,27.557346,83623600
29-12-2016,29.112499,29.2775,29.1,29.182501,27.550264,60158000
30-12-2016,29.1625,29.299999,28.8575,28.955,27.335484,122345200
03-01-2017,28.950001,29.0825,28.690001,29.0375,27.413372,115127600
04-01-2017,28.9625,29.127501,28.9375,29.004999,27.38269,84472400
05-01-2017,28.98,29.215,28.952499,29.1525,27.521944,88774400
06-01-2017,29.195,29.540001,29.1175,29.477501,27.828764,127007600
09-01-2017,29.487499,29.8575,29.485001,29.747499,28.08366,134247600
10-01-2017,29.692499,29.844999,29.575001,29.7775,28.111979,97848400
11-01-2017,29.684999,29.9825,29.65,29.9375,28.263029,110354400
12-01-2017,29.725,29.825001,29.5525,29.8125,28.145027,108344800
13-01-2017,29.7775,29.905001,29.702499,29.76,28.095461,104447600
17-01-2017,29.584999,30.059999,29.555,30,28.322041,137759200
18-01-2017,30,30.125,29.9275,29.997499,28.319677,94852000
19-01-2017,29.85,30.022499,29.842501,29.945,28.270119,102389200
20-01-2017,30.112499,30.112499,29.932501,30,28.322041,130391600
23-01-2017,30,30.202499,29.942499,30.02,28.340923,88200800
24-01-2017,29.887501,30.025,29.875,29.9925,28.314957,92844000
25-01-2017,30.105,30.525,30.07,30.469999,28.765747,129510400
26-01-2017,30.4175,30.610001,30.4,30.485001,28.779911,105350400
27-01-2017,30.535,30.5875,30.4,30.487499,28.782272,82251600
30-01-2017,30.2325,30.407499,30.165001,30.407499,28.706743,121510000
31-01-2017,30.2875,30.3475,30.155001,30.3375,28.640661,196804000
01-02-2017,31.7575,32.622501,31.752501,32.1875,30.387186,447940000
02-02-2017,31.995001,32.3475,31.945,32.1325,30.335266,134841600
03-02-2017,32.077499,32.297501,32.040001,32.27,30.465073,98029200
06-02-2017,32.282501,32.625,32.224998,32.572498,30.750654,107383600
07-02-2017,32.634998,33.022499,32.612499,32.8825,31.043314,152735200
08-02-2017,32.837502,33.055,32.805,33.009998,31.163679,92016400
09-02-2017,32.912498,33.112499,32.779999,33.105,31.388868,113399600
10-02-2017,33.115002,33.235001,33.012501,33.029999,31.317757,80262000
13-02-2017,33.27,33.455002,33.1875,33.322498,31.595093,92141600
14-02-2017,33.3675,33.772499,33.3125,33.755001,32.00518,132904800
15-02-2017,33.880001,34.067501,33.654999,33.877499,32.121319,142492400
16-02-2017,33.9175,33.974998,33.709999,33.837502,32.083401,90338400
17-02-2017,33.775002,33.9575,33.775002,33.93,32.171108,88792800
21-02-2017,34.057499,34.1875,33.994999,34.174999,32.4034,98028800
22-02-2017,34.107498,34.279999,34.0275,34.2775,32.500591,83347600
23-02-2017,34.345001,34.369999,34.075001,34.1325,32.363113,83152800
24-02-2017,33.977501,34.165001,33.82,34.165001,32.393925,87106400
27-02-2017,34.285,34.360001,34.07,34.232498,32.45792,81029600
28-02-2017,34.27,34.360001,34.174999,34.247501,32.472145,93931600
01-03-2017,34.4725,35.037498,34.400002,34.947498,33.13586,145658400
02-03-2017,35,35.07,34.689999,34.740002,32.939114,104844000
03-03-2017,34.695,34.9575,34.647499,34.945,33.133476,84432400
06-03-2017,34.842499,34.942501,34.650002,34.834999,33.029186,87000000
07-03-2017,34.764999,34.994999,34.697498,34.880001,33.071854,69785200
08-03-2017,34.737499,34.950001,34.705002,34.75,32.948601,74828800
09-03-2017,34.685001,34.697498,34.262501,34.669998,32.872742,88623600
10-03-2017,34.8125,34.84,34.66,34.785,32.981777,78451200
13-03-2017,34.712502,34.857498,34.705002,34.799999,32.996002,69686800
14-03-2017,34.825001,34.912498,34.709999,34.747501,32.94622,61236400
15-03-2017,34.852501,35.1875,34.7575,35.115002,33.294674,102767200
16-03-2017,35.18,35.255001,35.064999,35.172501,33.349194,76928000
17-03-2017,35.25,35.25,34.9725,34.997501,33.183266,175540000
20-03-2017,35.099998,35.375,35.057499,35.365002,33.531719,86168000
21-03-2017,35.5275,35.700001,34.932499,34.959999,33.147709,158119600
22-03-2017,34.962502,35.400002,34.939999,35.355,33.522228,103440800
23-03-2017,35.314999,35.395,35.1525,35.23,33.403709,81385200
24-03-2017,35.375,35.435001,35.087502,35.16,33.337337,89582400
27-03-2017,34.8475,35.305,34.654999,35.220001,33.394238,94300400
28-03-2017,35.227501,36.009998,35.154999,35.950001,34.086391,133499200
29-03-2017,35.919998,36.122501,35.797501,36.029999,34.162235,116760000
30-03-2017,36.047501,36.125,35.875,35.982498,34.117195,84829200
31-03-2017,35.93,36.067501,35.752499,35.915001,34.053204,78646800
03-04-2017,35.927502,36.029999,35.762501,35.924999,34.062683,79942800
04-04-2017,35.8125,36.2225,35.7925,36.192501,34.316322,79565600
05-04-2017,36.055,36.365002,35.952499,36.005001,34.138531,110871600
06-04-2017,36.072498,36.130001,35.862499,35.915001,34.053204,84596000
07-04-2017,35.932499,36.044998,35.817501,35.834999,33.977352,66688800
10-04-2017,35.900002,35.970001,35.724998,35.7925,33.937054,75733600
11-04-2017,35.735001,35.837502,35.014999,35.407501,33.57201,121517600
12-04-2017,35.400002,35.537498,35.252499,35.450001,33.612312,81400000
13-04-2017,35.477501,35.595001,35.262501,35.262501,33.434532,71291600
17-04-2017,35.369999,35.470001,35.217499,35.4575,33.619411,66328400
18-04-2017,35.352501,35.509998,35.2775,35.299999,33.470081,58790000
19-04-2017,35.470001,35.5,35.112499,35.169998,33.346825,69313600
20-04-2017,35.305,35.73,35.290001,35.610001,33.764015,93278400
21-04-2017,35.610001,35.669998,35.462502,35.567501,33.723717,69283600
24-04-2017,35.875,35.987499,35.794998,35.91,34.048462,68537200
25-04-2017,35.977501,36.224998,35.967499,36.1325,34.25943,75486000
26-04-2017,36.1175,36.150002,35.845001,35.919998,34.057938,80164800
27-04-2017,35.98,36.040001,35.827499,35.947498,34.084007,56985200
28-04-2017,36.022499,36.075001,35.817501,35.912498,34.050831,83441600
01-05-2017,36.275002,36.799999,36.240002,36.645,34.745358,134411600
02-05-2017,36.884998,37.022499,36.709999,36.877499,34.965809,181408800
03-05-2017,36.397499,36.872501,36.067501,36.764999,34.859138,182788000
04-05-2017,36.630001,36.785,36.452499,36.6325,34.733509,93487600
05-05-2017,36.689999,37.244999,36.689999,37.240002,35.309509,109310800
08-05-2017,37.2575,38.424999,37.2575,38.252499,36.269527,195009600
09-05-2017,38.467499,38.720001,38.362499,38.497501,36.501831,156521600
10-05-2017,38.407501,38.485001,38.0275,38.314999,36.328789,103222800
11-05-2017,38.112499,38.517502,38.077499,38.487499,36.642971,109020400
12-05-2017,38.674999,39.105,38.6675,39.025002,37.154709,130108000
15-05-2017,39.002499,39.162498,38.762501,38.924999,37.059498,104038800
16-05-2017,38.985001,39.014999,38.68,38.8675,37.004768,80194000
17-05-2017,38.400002,38.642502,37.427502,37.5625,35.762302,203070800
18-05-2017,37.817501,38.334999,37.782501,38.134998,36.307369,134272800
19-05-2017,38.345001,38.494999,38.157501,38.264999,36.431133,107843200
22-05-2017,38.5,38.645,38.227501,38.497501,36.652496,91865600
23-05-2017,38.724998,38.724998,38.327499,38.450001,36.607277,79675600
24-05-2017,38.459999,38.5425,38.1675,38.334999,36.497776,76712000
25-05-2017,38.432499,38.587502,38.2575,38.467499,36.623932,76942400
26-05-2017,38.5,38.560001,38.327499,38.4025,36.56205,87710400
30-05-2017,38.355,38.607498,38.3325,38.4175,36.576328,80507600
31-05-2017,38.4925,38.5425,38.095001,38.189999,36.359734,97804800
01-06-2017,38.2925,38.3325,38.055,38.294998,36.459702,65616400
02-06-2017,38.395,38.862499,38.2225,38.862499,36.999996,111082800
05-06-2017,38.584999,38.612499,38.365002,38.482498,36.63821,101326800
06-06-2017,38.474998,38.952499,38.445,38.612499,36.761978,106499600
07-06-2017,38.755001,38.994999,38.619999,38.842499,36.980961,84278400
08-06-2017,38.8125,38.884998,38.599998,38.747501,36.890507,85003200
09-06-2017,38.797501,38.797501,36.505001,37.244999,35.460018,259530800
12-06-2017,36.435001,36.522499,35.627499,36.355,34.612671,289229200
13-06-2017,36.790001,36.862499,36.287498,36.647499,34.891159,136661600
14-06-2017,36.875,36.875,35.959999,36.290001,34.550785,126124800
15-06-2017,35.830002,36.119999,35.552502,36.072498,34.343712,128661600
16-06-2017,35.945,36.125,35.549999,35.567501,33.862915,201444400
19-06-2017,35.915001,36.685001,35.915001,36.584999,34.831646,130165600
20-06-2017,36.717499,36.717499,36.235001,36.252499,34.515095,99600400
21-06-2017,36.380001,36.517502,36.1525,36.467499,34.71978,85063200
22-06-2017,36.442501,36.674999,36.279999,36.407501,34.662663,76425200
23-06-2017,36.282501,36.790001,36.2775,36.57,34.817364,141757600
26-06-2017,36.7925,37.07,36.345001,36.455002,34.707886,102769600
27-06-2017,36.252499,36.540001,35.904999,35.932499,34.210415,99047600
28-06-2017,36.122501,36.5275,35.790001,36.4575,34.710258,88329600
29-06-2017,36.177502,36.282501,35.57,35.919998,34.198517,125997600
30-06-2017,36.112499,36.240002,35.945,36.005001,34.279442,92096400
03-07-2017,36.220001,36.325001,35.775002,35.875,34.155678,57111200
05-07-2017,35.922501,36.197498,35.68,36.022499,34.296112,86278400
06-07-2017,35.755001,35.875,35.602501,35.682499,33.972404,96515200
07-07-2017,35.724998,36.1875,35.724998,36.044998,34.317524,76806800
10-07-2017,36.0275,36.487499,35.842499,36.264999,34.526985,84362400
11-07-2017,36.182499,36.462502,36.095001,36.3825,34.638855,79127200
12-07-2017,36.467499,36.544998,36.205002,36.435001,34.688847,99538000
13-07-2017,36.375,37.122501,36.360001,36.942501,35.17202,100797600
14-07-2017,36.9925,37.3325,36.8325,37.259998,35.4743,80528400
17-07-2017,37.205002,37.724998,37.142502,37.389999,35.598072,95174000
18-07-2017,37.299999,37.532501,37.1675,37.52,35.721855,71475200
19-07-2017,37.619999,37.855,37.487499,37.755001,35.945583,83692000
20-07-2017,37.875,37.935001,37.547501,37.584999,35.783726,68974800
21-07-2017,37.497501,37.610001,37.220001,37.567501,35.767059,105010400
24-07-2017,37.645,38.110001,37.474998,38.022499,36.200256,85972800
25-07-2017,37.950001,38.459999,37.950001,38.185001,36.354965,75415600
26-07-2017,38.337502,38.482498,38.264999,38.365002,36.52634,63124000
27-07-2017,38.4375,38.497501,36.825001,37.639999,35.83609,129905200
28-07-2017,37.4725,37.557499,37.297501,37.375,35.583794,68854800
31-07-2017,37.474998,37.5825,37.032501,37.182499,35.400517,79383600
01-08-2017,37.275002,37.555,37.102501,37.512501,35.714703,141474400
02-08-2017,39.82,39.9375,39.040001,39.285,37.402245,279747200
03-08-2017,39.262501,39.302502,38.755001,38.892502,37.028561,108389200
04-08-2017,39.017502,39.349998,38.922501,39.0975,37.223736,82239600
07-08-2017,39.264999,39.73,39.1675,39.702499,37.799747,87481200
08-08-2017,39.650002,40.4575,39.567501,40.02,38.102028,144823600
09-08-2017,39.814999,40.317501,39.7775,40.264999,38.335281,104526000
10-08-2017,39.974998,40,38.657501,38.830002,37.114235,163217200
11-08-2017,39.150002,39.642502,39.017502,39.369999,37.630375,105028400
14-08-2017,39.830002,40.052502,39.6875,39.962502,38.196697,88490800
15-08-2017,40.165001,40.549999,40.035,40.400002,38.614857,117862000
16-08-2017,40.485001,40.627499,40.037498,40.237499,38.459545,110686400
17-08-2017,40.130001,40.177502,39.459999,39.465,37.721176,111762400
18-08-2017,39.465,39.875,39.18,39.375,37.635151,109712400
21-08-2017,39.375,39.4725,38.7775,39.302502,37.565865,105474000
22-08-2017,39.557499,40,39.505001,39.945,38.17997,86418400
23-08-2017,39.767502,40.1175,39.720001,39.994999,38.227753,77596400
24-08-2017,40.107498,40.185001,39.637501,39.817501,38.058105,79275600
25-08-2017,39.912498,40.139999,39.817501,39.965,38.199085,101920400
28-08-2017,40.035,40.5,39.982498,40.3675,38.58379,103864000
29-08-2017,40.025002,40.779999,40,40.727501,38.927891,118067600
30-08-2017,40.950001,40.9725,40.6525,40.837502,39.033031,109078400
31-08-2017,40.91,41.130001,40.869999,41,39.188347,107140400
01-09-2017,41.200001,41.235001,40.907501,41.012501,39.200302,66364400
05-09-2017,40.9375,41.0625,40.139999,40.52,38.729561,117874000
06-09-2017,40.677502,40.747501,40.130001,40.477501,38.688931,86606800
07-09-2017,40.522499,40.560001,40.09,40.314999,38.533619,87714000
08-09-2017,40.215,40.287498,39.6325,39.657501,37.905174,114446000
11-09-2017,40.125,40.512501,39.9725,40.375,38.590965,126323200
12-09-2017,40.6525,40.990002,39.692501,40.215,38.438038,286856000
13-09-2017,39.967499,39.990002,39.477501,39.912498,38.148899,179629600
14-09-2017,39.747501,39.849998,39.522499,39.57,37.821537,95042800
15-09-2017,39.6175,40.2425,39.5,39.970001,38.203869,196458400
18-09-2017,40.0275,40.125,39.5,39.6675,37.91473,113077600
19-09-2017,39.877499,39.942501,39.610001,39.682499,37.929066,83242400
20-09-2017,39.474998,39.564999,38.4575,39.017502,37.293449,211805600
21-09-2017,38.950001,38.950001,38.1875,38.3475,36.653049,150046800
22-09-2017,37.884998,38.067501,37.639999,37.9725,36.294628,186581600
25-09-2017,37.497501,37.9575,37.290001,37.637501,35.974426,177549200
26-09-2017,37.945,38.48,37.922501,38.285,36.593315,146640000
27-09-2017,38.450001,38.68,38.384998,38.557499,36.853779,102016800
28-09-2017,38.4725,38.57,38.174999,38.32,36.626774,88022000
29-09-2017,38.302502,38.532501,38,38.529999,36.827488,105199200
02-10-2017,38.564999,38.612499,38.18,38.452499,36.753414,74795200
03-10-2017,38.502499,38.772499,38.477501,38.619999,36.913517,64921200
04-10-2017,38.407501,38.465,38.115002,38.369999,36.674561,80655200
05-10-2017,38.544998,38.860001,38.512501,38.8475,37.130966,85135200
06-10-2017,38.7425,38.872501,38.639999,38.825001,37.109447,69630400
09-10-2017,38.952499,39.182499,38.872501,38.959999,37.238483,65051600
10-10-2017,39.014999,39.5,38.775002,38.974998,37.252819,62468000
11-10-2017,38.9925,39.244999,38.9375,39.137501,37.408146,67622400
12-10-2017,39.087502,39.342499,38.932499,39,37.276726,64500400
13-10-2017,39.182499,39.32,39.102501,39.247501,37.513294,65576800
16-10-2017,39.474998,40,39.412498,39.970001,38.203869,96486000
17-10-2017,39.945,40.217499,39.807499,40.1175,38.344841,75989200
18-10-2017,40.105,40.177502,39.900002,39.939999,38.175186,65496800
19-10-2017,39.1875,39.27,38.755001,38.994999,37.271942,170336800
20-10-2017,39.1525,39.4375,38.990002,39.0625,37.33646,95896400
23-10-2017,39.2225,39.422501,38.875,39.0425,37.317341,87937200
24-10-2017,39.072498,39.355,39.049999,39.275002,37.539574,71028800
25-10-2017,39.227501,39.387501,38.817501,39.102501,37.374687,84828400
26-10-2017,39.307499,39.4575,39.195,39.352501,37.613644,68002000
27-10-2017,39.822498,40.900002,39.674999,40.762501,38.961342,177816800
30-10-2017,40.9725,42.017502,40.93,41.68,39.838306,178803200
31-10-2017,41.974998,42.412498,41.735001,42.259998,40.392677,144187200
01-11-2017,42.467499,42.485001,41.4025,41.7225,39.878925,134551200
02-11-2017,41.650002,42.125,41.32,42.0275,40.170452,165573600
03-11-2017,43.5,43.564999,42.779999,43.125,41.219452,237594400
06-11-2017,43.092499,43.747501,42.93,43.5625,41.637623,140105200
07-11-2017,43.477501,43.8125,43.400002,43.702499,41.771435,97446000
08-11-2017,43.665001,44.060001,43.5825,44.060001,42.113136,97638000
09-11-2017,43.7775,44.025002,43.285,43.970001,42.027115,117930400
10-11-2017,43.7775,43.845001,43.567501,43.6675,41.888023,100582000
13-11-2017,43.375,43.625,43.349998,43.4925,41.720161,67928400
14-11-2017,43.259998,43.369999,42.794998,42.834999,41.089451,99130000
15-11-2017,42.4925,42.580002,42.095001,42.27,40.547474,116632400
16-11-2017,42.794998,42.967499,42.575001,42.775002,41.031895,94550000
17-11-2017,42.759998,42.8475,42.41,42.537498,40.804073,87598000
20-11-2017,42.572498,42.639999,42.389999,42.494999,40.763306,65049600
21-11-2017,42.695,43.424999,42.695,43.285,41.521114,100525200
22-11-2017,43.34,43.75,43.262501,43.740002,41.957573,102355600
24-11-2017,43.775002,43.875,43.662498,43.7425,41.959969,56106800
27-11-2017,43.762501,43.77,43.334999,43.522499,41.748932,82867200
28-11-2017,43.575001,43.717499,42.965,43.267502,41.504326,105715200
29-11-2017,43.157501,43.23,41.790001,42.369999,40.643398,166665600
30-11-2017,42.607498,43.035,42.110001,42.962502,41.211754,166108800
01-12-2017,42.487499,42.9175,42.125,42.762501,41.019905,159037200
